ds,y
2017-12-05,859
2017-12-05,1125
2017-12-05,870
2017-12-05,1576
2017-12-05,1070
2017-12-05,571
2017-12-05,768
2017-06-05,1712
2017-12-05,1527
2017-12-05,2100
2017-12-05,1464
2017-12-05,1740
2017-12-05,1985
2017-02-05,2305
2017-02-05,1244
2017-02-05,838
2017-02-05,589
2017-02-05,2376
2015-05-05,2155
2016-01-05,706
2015-05-05,1245
2015-05-05,1094
2016-01-05,929
2016-01-05,917
2018-10-05,979
2018-10-05,1839
2018-10-05,1902
2018-10-05,1199
2018-10-05,1700
2018-10-05,869
2018-10-05,913
2017-04-05,2151
2018-10-05,617
2018-10-05,721
2018-10-05,1812
2018-10-05,1090
2018-10-05,1848
2018-10-05,1979
2018-10-05,2286
2018-10-05,1135
2017-02-05,1082
2017-02-05,1566
2017-02-05,1975
2017-02-05,558
2015-05-05,1898
2015-05-05,1173
2018-12-05,1292
2018-12-05,1324
2015-10-05,1051
2018-11-05,1659
2018-11-05,2250
2018-11-05,558
2018-11-05,1069
2018-11-05,809
2018-11-05,1341
2018-11-05,720
2018-11-05,957
2017-09-05,573
2017-09-05,506
2017-09-05,1648
2017-05-05,1375
2017-09-05,1216
2017-09-05,1220
2017-09-05,1126
2017-09-05,2122
2017-09-05,2140
2017-09-05,866
2017-09-05,1254
2017-09-05,1559
2017-09-05,733
2017-09-05,2019
2017-09-05,1657
2017-09-05,1273
2017-09-05,620
2017-05-05,1141
2017-05-05,617
2017-05-05,1382
2017-06-05,2035
2017-06-05,1180
2017-06-05,1483
2017-06-05,1438
2017-06-05,2305
2017-06-05,2479
2015-07-05,1589
2015-07-05,1848
2015-07-05,949
2015-07-05,568
2015-07-05,1092
2015-07-05,960
2015-07-05,1130
2015-07-05,2475
2015-07-05,1380
2015-07-05,2142
2017-05-05,924
2017-05-05,1150
2017-05-05,824
2017-05-05,2251
2017-05-05,2377
2017-08-05,2249
2017-05-05,2468
2017-05-05,1570
2017-05-05,1411
2017-09-05,2303
2017-09-05,618
2017-09-05,2453
2017-09-05,580
2018-12-05,1754
2018-12-05,1540
2018-12-05,1390
2018-12-05,567
2015-12-05,827
2015-12-05,1160
2015-12-05,1853
2015-12-05,1283
2015-12-05,2232
2015-12-05,845
2015-12-05,671
2015-12-05,1646
2015-12-05,1588
2015-12-05,1915
2015-12-05,2377
2015-12-05,2058
2015-12-05,1940
2015-12-05,1605
2015-12-05,1718
2015-12-05,1294
2017-02-05,509
2018-12-05,2421
2018-12-05,1575
2018-12-05,1833
2015-10-05,998
2018-12-05,1204
2018-12-05,701
2018-12-05,2051
2018-12-05,2060
2017-09-05,2164
2017-09-05,2246
2017-09-05,1375
2017-09-05,2306
2017-09-05,707
2017-09-05,960
2017-09-05,1579
2017-09-05,686
2017-09-05,1457
2017-09-05,2435
2017-09-05,1451
2017-09-05,2056
2017-09-05,1040
2017-09-05,1391
2017-09-05,1647
2017-09-05,859
2017-09-05,1556
2017-09-05,1160
2018-11-05,2348
2017-04-05,2111
2018-12-05,742
2018-12-05,1729
2018-12-05,1583
2018-12-05,791
2018-12-05,1307
2018-12-05,2231
2017-02-05,1114
2017-12-05,1277
2017-02-05,1405
2015-11-05,1157
2015-11-05,558
2015-03-05,1330
2015-03-05,1568
2018-06-05,2365
2018-06-05,870
2016-11-05,1087
2016-11-05,1829
2015-03-05,948
2015-03-05,2321
2015-11-05,1369
2015-03-05,2433
2018-07-05,882
2018-07-05,748
2018-07-05,1983
2018-07-05,1773
2018-07-05,1688
2016-11-05,867
2016-11-05,2002
2016-11-05,571
2016-10-05,1856
2016-10-05,938
2018-07-05,842
2015-11-05,1398
2015-11-05,1833
2015-11-05,1779
2016-03-05,2471
2016-03-05,2328
2016-03-05,2126
2016-03-05,1423
2016-03-05,1401
2016-03-05,1517
2016-03-05,1307
2016-03-05,1583
2016-03-05,1636
2016-03-05,1381
2017-02-05,2071
2016-03-05,2038
2016-03-05,1743
2016-03-05,1280
2016-03-05,1946
2016-03-05,2168
2016-12-05,1003
2016-12-05,2493
2016-11-05,1790
2016-11-05,1229
2016-11-05,2120
2015-11-05,1998
2015-11-05,2131
2016-10-05,2127
2016-12-05,2422
2016-10-05,1213
2016-10-05,2273
2016-04-05,522
2016-04-05,1755
2016-04-05,1213
2016-04-05,2484
2016-04-05,2237
2016-04-05,1511
2016-04-05,1652
2016-04-05,903
2016-04-05,1422
2016-04-05,1724
2016-07-05,2476
2018-09-05,724
2018-09-05,1394
2018-09-05,1887
2018-09-05,654
2016-04-05,1993
2016-04-05,2310
2016-04-05,689
2016-07-05,1764
2016-06-05,1416
2016-06-05,2308
2015-01-05,878
2018-09-05,1764
2016-07-05,1495
2016-07-05,1768
2016-07-05,1900
2016-10-05,1343
2018-08-05,1903
2018-08-05,920
2018-08-05,1567
2018-08-05,660
2018-08-05,1271
2016-09-05,921
2016-09-05,1566
2016-09-05,2317
2016-09-05,2341
2016-09-05,1282
2016-09-05,2012
2016-09-05,1344
2016-09-05,1329
2016-09-05,1604
2015-09-05,2151
2015-09-05,1608
2016-08-05,1340
2016-08-05,1456
2016-08-05,2230
2016-08-05,715
2016-07-05,2127
2016-07-05,1087
2016-10-05,1773
2016-12-05,1563
2016-03-05,2125
2017-06-05,2181
2017-01-05,1880
2018-03-05,1641
2018-03-05,637
2018-03-05,2435
2018-03-05,2306
2018-03-05,751
2018-03-05,1621
2018-03-05,1069
2018-03-05,1791
2018-03-05,2400
2015-04-05,1108
2015-04-05,1472
2018-02-05,1624
2016-12-05,1608
2018-02-05,2413
2018-02-05,1927
2015-04-05,565
2015-04-05,2123
2015-04-05,1882
2015-04-05,1471
2015-04-05,2371
2015-04-05,985
2015-04-05,1844
2015-04-05,1495
2015-04-05,1143
2015-04-05,2052
2017-01-05,899
2015-04-05,2349
2018-02-05,2430
2016-12-05,1710
2017-01-05,1417
2016-12-05,815
2015-08-05,1558
2015-08-05,1552
2018-05-05,2300
2018-05-05,2302
2016-12-05,566
2018-05-05,1839
2018-05-05,1063
2018-05-05,630
2016-12-05,2438
2015-08-05,2476
2015-08-05,791
2015-08-05,1412
2016-12-05,704
2015-08-05,2176
2015-08-05,2477
2015-08-05,1334
2017-02-05,2390
2016-12-05,609
2016-12-05,2351
2018-05-05,2220
2015-08-06,2426
2015-08-06,1356
2016-07-06,869
2016-04-06,1449
2016-04-06,1497
2016-04-06,1038
2016-08-06,2152
2016-08-06,1035
2016-08-06,1346
2016-08-06,557
2016-08-06,1228
2016-04-06,2183
2015-09-06,1762
2015-09-06,2070
2016-04-06,2256
2016-04-06,526
2016-07-06,1502
2016-07-06,1658
2016-02-06,1392
2016-07-06,545
2018-11-06,1183
2015-07-06,2420
2015-07-06,1645
2017-05-06,540
2017-05-06,1022
2017-05-06,2448
2017-05-06,1018
2017-05-06,2372
2017-05-06,583
2017-05-06,1587
2018-11-06,1230
2018-11-06,1822
2018-11-06,1424
2018-11-06,1508
2016-02-06,636
2016-02-06,1333
2016-02-06,1810
2016-02-06,1972
2016-02-06,1725
2018-11-06,1797
2016-02-06,2332
2016-02-06,1097
2018-11-06,2431
2016-07-06,2242
2016-07-06,2452
2016-07-06,1762
2016-02-06,519
2017-03-06,2294
2018-11-06,958
2016-12-06,1030
2016-12-06,941
2017-03-06,669
2016-11-06,683
2016-11-06,2484
2016-12-06,1378
2016-12-06,537
2016-03-06,1927
2016-03-06,1288
2016-12-06,601
2016-12-06,1358
2016-12-06,1238
2017-03-06,1879
2018-11-06,1941
2018-11-06,2063
2018-11-06,1720
2018-11-06,2174
2017-03-06,888
2017-03-06,2014
2017-03-06,1678
2018-11-06,1903
2018-11-06,2152
2018-11-06,2280
2016-12-06,1537
2018-11-06,2017
2018-11-06,1506
2018-11-06,914
2018-11-06,2059
2018-11-06,1857
2018-11-06,1222
2018-11-06,1919
2018-11-06,1077
2017-02-06,833
2016-12-06,700
2016-12-06,874
2018-11-06,1382
2016-09-06,1896
2016-09-06,984
2016-12-06,716
2016-12-06,1890
2016-12-06,1354
2016-12-06,769
2016-09-06,727
2016-09-06,2041
2016-09-06,2420
2016-09-06,567
2017-03-06,1623
2016-09-06,2009
2016-09-06,1568
2016-09-06,2203
2016-12-06,806
2017-04-06,1042
2016-12-06,1588
2016-12-06,2115
2016-12-06,1023
2016-12-06,1844
2016-12-06,2190
2016-12-06,883
2016-12-06,1569
2016-01-06,1479
2018-11-06,856
2018-11-06,719
2018-11-06,1379
2016-12-06,2053
2018-12-06,2273
2016-12-06,2443
2016-01-06,1820
2016-09-06,1241
2015-06-06,1623
2017-06-06,1200
2017-11-06,2091
2017-11-06,1311
2017-11-06,1801
2017-11-06,1458
2018-03-06,1840
2018-03-06,767
2018-03-06,1235
2018-03-06,706
2017-11-06,1325
2018-03-06,1185
2018-03-06,1406
2018-03-06,1981
2018-03-06,1132
2018-02-06,1541
2018-02-06,2059
2018-02-06,2107
2018-02-06,1216
2018-02-06,1497
2018-03-06,1892
2018-10-06,1012
2017-11-06,1943
2018-10-06,1268
2018-05-06,841
2018-05-06,1314
2018-05-06,1077
2018-05-06,2369
2018-08-06,910
2018-04-06,1050
2018-04-06,1815
2018-10-06,2491
2017-11-06,1460
2018-10-06,907
2018-10-06,2268
2018-10-06,1461
2018-03-06,799
2018-10-06,2132
2018-10-06,1172
2018-10-06,1834
2018-10-06,510
2018-10-06,2198
2018-10-06,1047
2017-06-06,1795
2015-05-06,1015
2015-05-06,1098
2018-08-06,1536
2015-04-06,2259
2015-04-06,1024
2015-04-06,523
2015-04-06,627
2015-04-06,1801
2015-04-06,1556
2015-04-06,1468
2015-02-06,1863
2015-04-06,1869
2015-04-06,813
2015-04-06,701
2015-04-06,1000
2015-04-06,823
2018-08-06,667
2018-08-06,752
2018-08-06,1089
2018-08-06,2027
2015-04-06,1146
2018-01-06,1747
2015-02-06,1699
2015-02-06,1592
2015-05-06,1398
2017-12-06,703
2017-12-06,1716
2017-12-06,922
2017-12-06,1689
2017-12-06,1467
2017-12-06,1531
2017-12-06,1929
2017-12-06,1106
2017-12-06,2335
2017-12-06,962
2017-12-06,1103
2017-12-06,1857
2017-12-06,663
2017-12-06,2316
2017-12-06,900
2017-12-06,1126
2017-12-06,1385
2017-12-06,533
2017-10-06,1730
2017-10-06,2079
2018-08-06,1710
2015-10-06,1049
2017-06-06,1368
2017-10-06,650
2017-06-06,2112
2017-06-06,2359
2017-06-06,2038
2018-05-06,1622
2018-05-06,2260
2015-06-06,908
2015-06-06,657
2015-06-06,959
2015-06-06,1660
2015-06-06,2327
2015-06-06,2493
2015-06-06,1885
2015-01-06,1504
2017-06-06,2126
2017-06-06,1350
2015-01-06,796
2015-01-06,2259
2015-01-06,1258
2015-01-06,1243
2015-01-06,1113
2015-01-06,2201
2015-02-06,2477
2015-11-06,2196
2018-06-06,1936
2018-05-06,1816
2018-06-06,2136
2018-07-06,1352
2018-07-06,1941
2018-07-06,2264
2015-01-06,2157
2017-08-06,1101
2017-08-06,2301
2017-08-06,2337
2018-07-06,682
2017-09-06,525
2015-06-06,1857
2018-05-06,1503
2017-06-06,697
2017-06-06,914
2015-12-06,1425
2017-09-06,1510
2017-06-06,524
2017-06-06,1152
2017-09-06,1150
2018-05-06,1951
2017-06-06,2378
2017-06-06,1613
2017-06-06,1678
2017-10-06,1213
2017-10-06,1562
2015-10-06,2157
2015-10-06,713
2015-10-06,694
2017-06-06,1567
2015-12-06,944
2017-06-06,636
2015-12-06,549
2018-05-06,2265
2018-05-06,771
2018-05-06,1208
2018-05-06,1061
2017-09-06,978
2017-09-06,1317
2017-09-06,2301
2017-09-06,2032
2017-09-06,915
2015-12-06,2182
2015-12-06,1471
2015-12-06,2404
2015-12-06,672
2015-12-06,1535
2015-12-06,1074
2015-12-06,1497
2015-12-06,1633
2015-01-06,1495
2015-03-07,823
2015-03-07,610
2016-11-07,1245
2016-11-07,1283
2016-11-07,1618
2016-09-07,1126
2015-03-07,578
2018-07-07,1459
2018-07-07,704
2018-07-07,722
2016-09-07,1315
2016-09-07,2252
2016-09-07,1551
2016-09-07,964
2016-09-07,1822
2016-09-07,2323
2016-09-07,510
2016-09-07,1254
2016-09-07,1799
2016-09-07,1257
2018-07-07,1001
2016-09-07,1559
2016-09-07,2008
2018-07-07,1828
2018-07-07,2445
2018-07-07,1417
2015-02-07,1724
2015-02-07,740
2018-07-07,2258
2018-07-07,1312
2015-03-07,1654
2016-09-07,595
2015-09-07,916
2018-08-07,513
2018-09-07,611
2018-09-07,1928
2018-09-07,1146
2018-09-07,2369
2018-09-07,1549
2018-09-07,1160
2018-09-07,1749
2018-09-07,1196
2018-09-07,1410
2015-09-07,1485
2015-09-07,723
2018-08-07,2415
2018-08-07,2464
2018-08-07,774
2018-08-07,971
2018-08-07,648
2018-09-07,1902
2018-09-07,1154
2018-09-07,566
2018-09-07,1537
2016-05-07,852
2016-06-07,527
2016-06-07,2202
2016-06-07,1614
2016-06-07,2231
2015-01-07,1280
2015-01-07,1936
2018-09-07,1417
2018-09-07,2335
2018-09-07,2333
2018-09-07,877
2018-09-07,1702
2018-09-07,1294
2018-09-07,804
2018-09-07,1337
2018-09-07,1809
2018-09-07,797
2018-08-07,1201
2018-08-07,1285
2018-08-07,1241
2018-08-07,690
2015-09-07,983
2015-09-07,1566
2015-09-07,1375
2015-09-07,1567
2015-09-07,923
2015-09-07,861
2015-09-07,1293
2015-09-07,1033
2015-09-07,1892
2015-09-07,2428
2018-08-07,2398
2018-08-07,1414
2018-08-07,2293
2018-08-07,1729
2018-08-07,1167
2018-08-07,1079
2015-09-07,2316
2015-09-07,2220
2015-09-07,1775
2015-09-07,1885
2016-08-07,2325
2016-08-07,1826
2016-08-07,858
2016-08-07,833
2016-08-07,1730
2016-08-07,817
2016-08-07,1777
2016-08-07,1090
2015-09-07,858
2015-09-07,687
2015-09-07,1293
2015-09-07,2478
2015-09-07,774
2015-09-07,610
2015-09-07,2374
2015-09-07,601
2016-11-07,554
2018-08-07,883
2016-11-07,629
2016-12-07,740
2016-11-07,1554
2017-10-07,691
2017-10-07,799
2017-10-07,2173
2017-10-07,1252
2017-10-07,1073
2018-10-07,2079
2018-10-07,1426
2018-10-07,1091
2018-10-07,1715
2018-10-07,1448
2018-10-07,1619
2018-10-07,854
2018-10-07,1878
2018-10-07,2429
2018-10-07,2442
2018-10-07,1662
2017-03-07,982
2017-11-07,680
2017-11-07,2386
2017-11-07,1948
2017-11-07,2280
2017-11-07,2454
2017-11-07,2008
2017-04-07,1361
2017-11-07,2021
2017-11-07,795
2017-11-07,636
2017-11-07,1037
2017-11-07,2023
2017-11-07,1516
2017-11-07,851
2017-11-07,556
2017-04-07,2282
2017-04-07,2327
2017-04-07,1641
2017-05-07,1399
2017-05-07,2130
2017-05-07,1357
2017-05-07,773
2017-05-07,1592
2017-05-07,2147
2017-07-07,1546
2015-07-07,865
2017-07-07,1652
2017-07-07,874
2017-07-07,2442
2017-06-07,2442
2017-06-07,1697
2017-06-07,1945
2015-07-07,1801
2017-11-07,656
2017-07-07,1779
2017-07-07,1473
2017-04-07,806
2017-04-07,1028
2016-05-07,2241
2015-06-07,1912
2015-06-07,1857
2017-08-07,764
2017-07-07,1272
2017-07-07,608
2017-07-07,1684
2017-07-07,1233
2017-07-07,1266
2017-07-07,1819
2017-07-07,1964
2017-07-07,688
2017-07-07,679
2017-11-07,1347
2017-11-07,1026
2017-11-07,1259
2018-04-07,2004
2018-04-07,1480
2018-04-07,1846
2018-04-07,1363
2018-04-07,2045
2018-04-07,1983
2018-04-07,826
2018-03-07,1027
2018-03-07,2058
2018-01-07,739
2018-01-07,758
2018-01-07,970
2018-01-07,1654
2016-12-07,815
2018-03-07,1611
2016-12-07,1586
2018-05-07,2302
2018-05-07,1392
2016-11-07,1494
2016-11-07,692
2016-11-07,711
2016-11-07,581
2016-11-07,1623
2016-11-07,2087
2018-05-07,1599
2016-11-07,1558
2015-03-07,1182
2015-03-07,2290
2015-03-07,2014
2018-05-07,1356
2018-05-07,2088
2018-05-07,1083
2015-03-07,997
2016-11-07,1024
2016-12-07,2060
2016-12-07,2179
2015-04-07,1486
2015-04-07,589
2015-04-07,1125
2015-04-07,2156
2015-04-07,1337
2015-05-07,815
2018-11-07,1010
2015-05-07,989
2017-02-07,1240
2017-02-07,704
2017-02-07,1589
2015-05-07,1195
2015-05-07,512
2017-11-07,1646
2017-02-07,2465
2016-12-07,1066
2018-11-07,769
2018-11-07,679
2016-12-07,777
2016-12-07,1633
2016-12-07,2253
2018-01-07,1368
2018-01-07,1485
2017-01-07,1140
2018-11-07,1011
2017-01-07,2145
2018-11-07,2219
2018-11-07,1791
2018-11-07,1629
2018-11-07,2153
2018-11-07,1601
2018-11-07,557
2017-01-07,1593
2016-05-07,905
2017-06-07,1261
2015-11-07,1795
2015-11-07,1768
2015-11-07,693
2015-11-07,2179
2016-04-07,951
2018-12-07,2499
2016-03-07,1878
2016-03-07,1148
2016-04-07,2307
2016-04-07,780
2015-11-07,2169
2015-11-07,1640
2016-04-07,916
2015-11-07,1761
2015-11-07,1565
2015-11-07,1874
2015-10-07,2130
2018-12-07,1598
2018-12-07,1824
2018-12-07,2429
2018-12-07,2384
2018-12-07,2454
2015-11-07,979
2015-12-07,540
2015-11-07,1141
2015-10-07,639
2016-04-07,1768
2016-03-07,1934
2018-12-07,1570
2018-12-07,1920
2018-12-07,1527
2015-12-07,1279
2015-11-07,2401
2015-11-07,1120
2016-02-07,1632
2016-02-07,1476
2015-12-07,705
2015-12-07,2068
2016-03-07,1799
2015-11-07,605
2016-06-08,2492
2017-09-08,1709
2017-09-08,873
2016-06-08,1473
2016-06-08,1609
2016-06-08,1492
2016-06-08,2009
2015-12-08,2286
2018-06-08,2355
2015-12-08,1479
2015-12-08,2474
2015-12-08,1482
2015-12-08,1491
2018-06-08,2147
2018-06-08,1324
2018-06-08,867
2015-12-08,1632
2016-06-08,2119
2015-12-08,1568
2015-12-08,517
2015-12-08,1825
2015-12-08,597
2016-06-08,1690
2018-06-08,1250
2016-06-08,1178
2016-06-08,1259
2018-06-08,1386
2015-12-08,670
2018-06-08,1341
2015-12-08,2094
2017-09-08,2210
2018-07-08,2336
2018-07-08,1577
2018-07-08,2138
2018-07-08,677
2018-07-08,1113
2018-07-08,1135
2018-07-08,1438
2018-07-08,1752
2018-07-08,2117
2018-07-08,1148
2018-07-08,1574
2018-07-08,1787
2017-04-08,543
2017-04-08,1494
2017-04-08,2474
2017-04-08,1170
2017-04-08,951
2015-07-08,2455
2015-06-08,2375
2018-07-08,1712
2015-12-08,1514
2018-07-08,1449
2018-07-08,645
2018-10-08,1683
2018-10-08,1785
2018-10-08,1272
2018-10-08,868
2018-10-08,660
2018-10-08,1979
2018-07-08,1184
2018-09-08,2416
2018-09-08,2204
2018-09-08,1603
2018-09-08,2174
2018-09-08,833
2018-09-08,694
2018-09-08,2068
2018-09-08,1884
2018-09-08,2314
2018-09-08,1811
2018-07-08,629
2018-07-08,1966
2018-07-08,2251
2017-09-08,879
2017-09-08,1851
2017-09-08,2386
2015-09-08,2002
2015-09-08,2346
2015-09-08,506
2015-09-08,1808
2015-09-08,1196
2018-12-08,2070
2018-12-08,1812
2016-09-08,1355
2016-09-08,2069
2015-09-08,1690
2016-09-08,1998
2018-12-08,2316
2018-12-08,977
2018-12-08,2191
2018-12-08,904
2018-06-08,1797
2018-06-08,1548
2018-12-08,732
2018-12-08,1657
2018-05-08,2199
2018-12-08,830
2018-05-08,2143
2015-09-08,2021
2015-09-08,705
2018-12-08,1173
2016-07-08,577
2018-12-08,1759
2018-12-08,1272
2018-12-08,2190
2018-12-08,1243
2018-12-08,1026
2018-12-08,1108
2018-05-08,1330
2015-09-08,2340
2015-09-08,1241
2015-09-08,2227
2015-09-08,1602
2015-09-08,910
2015-09-08,1784
2015-09-08,1442
2015-09-08,1289
2015-09-08,786
2015-09-08,552
2015-09-08,1215
2015-09-08,1123
2017-09-08,650
2018-05-08,1885
2015-11-08,2021
2018-06-08,1353
2018-06-08,2061
2017-11-08,749
2018-12-08,1944
2018-12-08,2193
2017-09-08,1810
2017-09-08,2472
2017-09-08,1174
2017-09-08,2267
2015-04-08,1523
2017-09-08,504
2017-09-08,2354
2015-06-08,1008
2017-09-08,979
2017-09-08,1042
2017-09-08,1519
2017-09-08,505
2017-09-08,532
2017-09-08,1477
2017-09-08,1021
2017-09-08,1147
2018-05-08,1163
2015-04-08,640
2015-04-08,1659
2017-05-08,685
2017-05-08,502
2017-05-08,2100
2017-05-08,1981
2017-05-08,649
2017-05-08,1657
2017-05-08,1797
2017-04-08,1244
2017-04-08,1174
2015-04-08,2330
2017-04-08,2336
2017-04-08,1364
2018-12-08,608
2018-12-08,1433
2018-12-08,552
2018-12-08,1608
2018-12-08,1774
2015-04-08,978
2015-04-08,1955
2015-04-08,2451
2017-04-08,1881
2015-06-08,537
2018-01-08,743
2017-04-08,2143
2016-11-08,1393
2017-03-08,2437
2017-03-08,2395
2017-03-08,1616
2017-03-08,1467
2017-03-08,2322
2017-03-08,963
2016-11-08,526
2016-11-08,2406
2016-03-08,1733
2017-08-08,1319
2015-05-08,828
2016-03-08,1881
2016-03-08,557
2016-03-08,1113
2016-03-08,937
2016-03-08,2403
2016-03-08,951
2017-08-08,916
2016-08-08,585
2017-07-08,1331
2017-07-08,1962
2016-03-08,1937
2017-07-08,2306
2017-08-08,570
2017-08-08,2263
2016-11-08,2292
2016-11-08,1431
2016-11-08,2419
2016-11-08,2358
2016-11-08,1273
2016-11-08,1155
2016-11-08,508
2016-11-08,860
2016-11-08,912
2015-06-08,1593
2017-08-08,1245
2016-11-08,1504
2016-11-08,2140
2016-11-08,1047
2016-11-08,1276
2016-11-08,2353
2017-10-08,677
2017-10-08,1888
2017-10-08,1044
2017-10-08,696
2017-08-08,2449
2017-08-08,735
2016-11-08,1784
2017-07-08,2473
2017-07-08,2269
2017-07-08,1460
2017-12-08,1291
2017-12-08,1698
2017-12-08,1722
2017-12-08,1918
2017-12-08,1265
2016-02-08,1658
2016-02-08,948
2016-02-08,626
2016-02-08,969
2017-03-08,2139
2017-12-08,1529
2017-03-08,1960
2017-03-08,1006
2017-03-08,963
2017-03-08,2044
2017-03-08,1436
2015-08-08,2138
2015-08-08,1674
2016-08-08,2338
2016-08-08,1816
2017-02-08,2448
2017-02-08,2398
2017-03-08,861
2017-12-08,810
2017-12-08,1269
2017-12-08,1225
2017-07-08,2094
2017-07-08,2352
2017-07-08,616
2017-07-08,2412
2017-07-08,1466
2016-08-08,1769
2016-08-08,695
2016-08-08,1278
2018-04-08,2317
2018-04-08,1562
2018-04-08,1740
2018-04-08,1725
2018-04-08,1455
2018-04-08,1954
2018-04-08,2084
2018-04-08,1030
2016-08-08,1894
2017-12-08,1723
2017-12-08,934
2017-12-08,1362
2017-12-08,1338
2017-12-08,757
2017-12-08,2290
2017-01-08,1693
2017-01-08,754
2016-11-08,1840
2017-01-08,1261
2016-12-08,1203
2015-09-08,595
2015-09-08,901
2015-09-08,607
2017-04-08,743
2017-04-08,942
2017-04-08,1441
2017-01-08,1490
2017-04-08,864
2015-07-08,504
2015-09-08,974
2015-09-08,1260
2015-09-08,583
2017-04-08,2022
2015-09-08,773
2016-12-08,1614
2016-12-08,1909
2016-12-08,1253
2016-12-08,1983
2016-10-08,1080
2016-10-08,650
2018-09-08,1508
2015-07-08,1998
2018-09-08,1211
2018-09-08,1528
2018-09-08,1879
2018-12-08,1637
2018-03-08,1320
2018-03-08,2279
2017-04-08,1957
2018-03-08,562
2018-12-08,1531
2018-12-08,2355
2015-02-08,1624
2018-12-08,917
2018-12-08,762
2018-12-08,958
2018-12-08,1458
2016-10-08,783
2018-03-08,2297
2015-10-08,1345
2016-12-08,1784
2017-04-08,1536
2015-10-08,2074
2016-11-08,2117
2016-11-08,1713
2016-11-08,763
2018-11-08,2148
2018-11-08,1428
2015-08-08,1298
2015-08-08,2215
2015-08-08,1770
2016-11-08,1406
2015-08-08,1443
2015-08-08,1354
2015-08-08,737
2015-08-08,1234
2015-08-08,1986
2015-08-08,2084
2015-08-08,1021
2016-11-08,1625
2016-11-08,1409
2017-01-08,1798
2015-08-08,1835
2016-11-08,917
2016-11-08,1451
2016-05-08,1291
2016-05-08,2101
2016-05-08,1828
2016-05-08,2138
2016-05-08,1770
2016-05-08,2161
2016-05-08,1159
2016-05-08,1827
2016-05-08,1729
2016-05-08,1555
2016-05-08,1370
2016-08-09,560
2016-08-09,621
2018-09-09,2113
2018-09-09,1553
2018-09-09,1843
2016-08-09,1230
2016-08-09,2109
2016-08-09,2139
2018-09-09,837
2018-02-09,1152
2018-09-09,1768
2018-09-09,1374
2018-09-09,1809
2018-02-09,1525
2018-02-09,2399
2018-02-09,559
2018-02-09,1523
2018-02-09,588
2017-10-09,2071
2018-09-09,1519
2018-09-09,1293
2018-09-09,718
2015-10-09,1823
2018-09-09,2045
2018-09-09,2285
2018-09-09,2110
2015-10-09,573
2018-09-09,2069
2015-10-09,1463
2016-12-09,829
2018-09-09,2178
2018-09-09,2468
2018-09-09,664
2017-10-09,2155
2018-09-09,1009
2017-10-09,583
2017-10-09,1447
2018-09-09,2488
2018-09-09,2118
2018-09-09,811
2018-09-09,2217
2018-09-09,561
2018-09-09,1565
2018-09-09,1749
2018-09-09,2344
2018-09-09,2350
2018-09-09,1170
2018-09-09,1225
2017-10-09,846
2015-08-09,1305
2015-06-09,1813
2015-08-09,2199
2016-10-09,2121
2016-10-09,2463
2016-10-09,633
2016-10-09,593
2016-10-09,1179
2016-10-09,882
2016-10-09,1648
2016-10-09,548
2016-10-09,2053
2016-11-09,778
2016-11-09,774
2016-11-09,2012
2016-11-09,524
2018-03-09,521
2018-03-09,1927
2018-03-09,2438
2017-06-09,1880
2017-06-09,1539
2017-06-09,697
2017-06-09,2311
2015-06-09,1355
2015-06-09,1847
2015-06-09,791
2015-06-09,726
2015-06-09,1263
2015-06-09,1917
2015-06-09,1426
2015-06-09,2305
2015-06-09,697
2016-10-09,789
2016-10-09,1919
2016-10-09,2105
2016-11-09,2186
2018-04-09,2138
2018-04-09,1052
2018-04-09,2432
2018-04-09,1729
2018-04-09,2049
2018-04-09,1595
2018-04-09,1481
2018-04-09,2118
2018-04-09,1710
2018-04-09,1792
2018-04-09,2229
2018-04-09,1120
2017-07-09,1620
2017-07-09,1477
2015-06-09,1795
2016-03-09,1546
2016-03-09,2024
2017-08-09,1652
2017-08-09,1242
2017-08-09,854
2017-08-09,1177
2017-08-09,639
2016-11-09,2202
2016-11-09,2448
2016-11-09,1768
2016-11-09,1808
2016-11-09,580
2016-11-09,1541
2016-11-09,988
2016-11-09,2288
2016-03-09,743
2015-06-09,1637
2015-06-09,2232
2015-06-09,826
2017-05-09,1390
2017-05-09,937
2017-05-09,643
2017-05-09,622
2017-05-09,2493
2017-05-09,629
2017-05-09,2159
2017-05-09,2049
2017-05-09,1508
2017-05-09,1246
2017-05-09,1318
2017-05-09,1076
2015-11-09,1976
2015-11-09,1323
2017-09-09,1612
2015-11-09,1388
2015-11-09,2271
2018-05-09,1106
2018-05-09,2361
2018-05-09,2226
2018-05-09,1370
2018-05-09,2288
2018-05-09,990
2018-05-09,609
2015-08-09,1694
2015-08-09,533
2015-08-09,2425
2015-08-09,1423
2015-08-09,784
2015-08-09,2281
2015-11-09,1977
2015-08-09,1835
2017-09-09,1225
2016-08-09,1637
2015-06-09,701
2015-06-09,1903
2015-07-09,2159
2015-07-09,1694
2015-07-09,1061
2015-07-09,786
2015-07-09,1337
2015-07-09,2070
2015-07-09,1764
2015-07-09,1853
2015-07-09,1883
2018-07-09,1075
2018-07-09,674
2018-07-09,1985
2017-09-09,1146
2018-07-09,1205
2018-07-09,1382
2018-07-09,584
2018-07-09,2031
2018-07-09,1410
2015-11-09,1541
2015-11-09,2115
